uniprot_id	database	sequence_length
P32742-3	AF	816
P32742	AF	820
P32749	AF	602
P32904	AF	214
P32917	AF	917
P32961	AF	346
P33075	AF	220
P33416	AF	811
P33568	AF	920
P33893	AF	541
P34183-2	AF	524
P34314-2	AF	960
P34531-2	AF	869
P34531	AF	937
P34535	AF	737
P34547	AF	426
P34552-2	AF	861
P34552-3	AF	846
P34560	AF	226
P34568-2	AF	409
P34568	AF	451
P34619-2	AF	810
P34676	AF	507
P34770	AF	115
P34783	AF	360
P34786	AF	461
P34811	AF	787
P35080-2	AF	140
P35080	AF	140
P35416	AF	640
P35659	AF	375
P35663	AF	651
P35817	AF	686
P36104	AF	329
P36115	AF	615
P36188-2	AF	199
P36188-4	AF	199
P36188-5	AF	208
P36188-6	AF	199
P36188-7	AF	208
P36188-8	AF	199
P36188-9	AF	208
P36188	AF	269
P36362	AF	554
P36576	AF	92
P36578	AF	427
P36626	AF	561
P36776-2	AF	895
P36776-3	AF	763
P36776	AF	959
P36872	AF	499
P36916	AF	607
P36952	AF	375
P36975-3	AF	212
P36980	AF	270
P37107	AF	564
P37237-3	AF	204
P37237	AF	268
P37398	AF	727
P37570	AF	363
P38002	AF	192
P38088-2	AF	667
P38088	AF	690
P38109	AF	508
P38147	AF	527
P38159	AF	391
P38170	AF	754
P38217	AF	918
P38222	AF	552
P38238	AF	310
P38249	AF	964
P38280	AF	609
P38333	AF	483
P38439	AF	464
P38571	AF	399
P38615	AF	370
P38720	AF	489
P38816	AF	342
P38886	AF	268
P39076	AF	527
P39077	AF	534
P39079	AF	546
P39605	AF	249
P39801	AF	195
P39949	AF	411
P40013	AF	344
P40091	AF	420
P40121	AF	348
P40339	AF	323
P40427	AF	376
P40611	AF	835
P40645	AF	827
P40764	AF	332
P40937	AF	340
P41084	AF	699
P41223-2	AF	145
P41227	AF	235
P41367	AF	421
P41778	AF	430
P41812	AF	875
P41896	AF	400
P41916	AF	221
P42331-2	AF	458
P42331-3	AF	638
P42331-4	AF	646
P42331-5	AF	606
P42331-6	AF	639
P42331	AF	645
P42581	AF	356
P42744	AF	540
P42771-4	AF	167
P42774	AF	315
P42775	AF	360
P42831	AF	99
P42898-2	AF	697
P43028	AF	454
P43048	AF	217
P43068	AF	501
P43075	AF	832
P43159	AF	396
P43251-2	AF	545
P43251-4	AF	523
P43251	AF	543
P43487-2	AF	200
P43487	AF	201
P43573	AF	796
P43596	AF	787
P43672	AF	635
P43687	AF	273
P43736	AF	635
P43779	AF	217
P44445	AF	324
P44536	AF	504
P44700	AF	460
P45159	AF	177
P45250	AF	315
P45591	AF	166
P45612	AF	722
P45688	AF	98
P45962-2	AF	135
P45984-3	AF	382
P45984-4	AF	424
P45984	AF	424
P45985-2	AF	410
P46151	AF	657
P46199	AF	727
P46238	AF	514
P46307	AF	800
P46367	AF	519
P46406	AF	333
P46462	AF	806
P46472	AF	433
P46551-2	AF	731
P46551-3	AF	734
P46580	AF	734
P46639	AF	398
P46669	AF	326
P46740	AF	500
P46748	AF	194
P46835	AF	911
P47103	AF	393
P47481	AF	795
P47540	AF	982
P47791-2	AF	474
P47791	AF	500
P47912	AF	694
P47938	AF	107
P48497	AF	257
P48507	AF	274
P48614-2	AF	293
P48614	AF	389
P48728-2	AF	347
P48728-3	AF	359
P48728-4	AF	386
P48728	AF	403
P48729-2	AF	365
P48729	AF	337
P48809	AF	421
P48951	AF	242
P49009	AF	538
P49137	AF	400
P49192	AF	129
P49309	AF	493
P49354-3	AF	341
P49354	AF	379
P49458	AF	86
P49657-3	AF	607
P49704	AF	494
P49747-2	AF	704
P49747	AF	757
P49756-3	AF	300
P49756	AF	843
P49762-2	AF	580
P49762-3	AF	511
P49762-4	AF	2045
P49842-1	AF	368
P49842-3	AF	258
P49863	AF	264
P49970	AF	493
P50528	AF	683
P50548	AF	548
P50747-2	AF	873
P50750	AF	372
P50995	AF	505
P51023-2	AF	636
P51023-3	AF	623
P51023-4	AF	625
P51023	AF	718
P51060	AF	857
P51062	AF	967
P51125-2	AF	769
P51125-3	AF	740
P51125-4	AF	446
P51125-6	AF	773
P51125-7	AF	705
P51405	AF	267
P51617-2	AF	682
P51617-4	AF	633
P51617	AF	712
P51659-3	AF	718
P51659	AF	736
P52013	AF	204
P52027	AF	956
P52031	AF	558
P52157	AF	707
P52164	AF	160
P52208	AF	482
P52244	AF	54
P52272	AF	730
P52293	AF	529
P52306-2	AF	558
P52306-3	AF	559
P52306-4	AF	607
P52306-6	AF	516
P52306	AF	607
P52555	AF	260
P52654-2	AF	363
P52654	AF	366
P52664	AF	300
P52711	AF	516
P52912	AF	386
P52926-3	AF	86
P52926-4	AF	92
P52926-5	AF	103
P52926-6	AF	90
P52926	AF	109
P52979	AF	734
P53075	AF	577
P53267	AF	343
P53298	AF	406
P53341	AF	584
P53397	AF	376
P53430	AF	337
P53438	AF	785
P53455	AF	375
P53532	AF	852
P53566-3	AF	345
P53566	AF	359
P53604	AF	210
P53674	AF	252
P53780-2	AF	449
P53780	AF	464
P53805-2	AF	197
P53923	AF	493
P54114	AF	506
P54150	AF	258
P54234	AF	568
P54253	AF	815
P54256	AF	629
P54277-2	AF	770
P54277-3	AF	893
P54277-4	AF	555
P54352-4	AF	150
P54352-5	AF	171
P54352	AF	518
P54385	AF	562
P54619-3	AF	340
P54619	AF	331
P54659	AF	846
P54687-2	AF	325
P54687-3	AF	349
P54687-4	AF	385
P54687-5	AF	398
P54733	AF	709
P54803-3	AF	662
P54803-4	AF	659
P54803-5	AF	589
P54843-3	AF	380
P54843	AF	370
P54886	AF	795
P54898	AF	871
P55036	AF	377
P55056	AF	127
P55083-2	AF	279
P55102	AF	426
P55165	AF	211
P55210-3	AF	336
P55210-4	AF	278
P55210	AF	303
P55347	AF	436
P55456	AF	546
P55663	AF	402
P55691	AF	663
P55826	AF	537
P55830	AF	268
P55884-2	AF	873
P55884	AF	814
P56060	AF	276
P56105	AF	891
P56179-3	AF	293
P56282-2	AF	501
P56282-3	AF	502
P56282	AF	527
P56477	AF	497
P56581	AF	421
P56859	AF	306
P56894	AF	158
P56898	AF	174
P57455	AF	89
P58005	AF	492
P58063	AF	310
P58285	AF	127
P58340-2	AF	200
P58340-3	AF	299
P58340-4	AF	258
P58340	AF	268
P58694	AF	466
P58775-2	AF	284
P59103	AF	153
P59110	AF	640
P59411	AF	119
P59412	AF	409
P59524	AF	260
P59584	AF	910
P59606	AF	401
P59665	AF	94
P59729	AF	980
P59827	AF	614
P59884	AF	291
P60230	AF	415
P60446	AF	209
P60515	AF	73
P60590	AF	87
P60711	AF	375
P61076-2	AF	541
P61076	AF	617
P61178	AF	110
P61290	AF	254
P61430	AF	856
P61524	AF	403
P61740	AF	335
P61870	AF	305
P61916	AF	151
P61960-2	AF	103
P62037	AF	243
P62088	AF	166
P62215	AF	338
P62244	AF	130
P62269	AF	152
P62423	AF	414
P62438	AF	142
P62495	AF	437
P62654	AF	129
P62850-2	AF	130
P62850-3	AF	131
P62972	AF	167
P63039	AF	573
P63057	AF	478
P63186	AF	587
P63191	AF	208
P63240	AF	753
P63286	AF	857
P63766	AF	538
P63958	AF	79
P64056	AF	346
P64201	AF	475
P64229	AF	625
P64321	AF	700
P64346	AF	217
P64365	AF	192
P64392	AF	100
P65141	AF	175
P65220	AF	209
P65360	AF	235
P65504	AF	209
P65619	AF	293
P65698	AF	310
P65854	AF	305
P65867	AF	190
P66009	AF	466
P66053	AF	141
P66097	AF	229
P66168	AF	63
P66278	AF	66
P66279	AF	66
P66336	AF	102
P66350	AF	129
P66352	AF	129
P66431	AF	89
P66743	AF	205
P67007	AF	210
P67030	AF	689
P67031	AF	689
P67424	AF	663
P67512	AF	804
P67809	AF	324
P67860	AF	216
P68036	AF	154
P68150	AF	54
P68683	AF	71
P68790	AF	693
P68791	AF	693
P68808	AF	100
P68824	AF	253
P68878	AF	485
P70278	AF	393
P70324	AF	741
P70327-2	AF	437
P70379-2	AF	163
P70429	AF	414
P70507	AF	575
P70562	AF	197
P71357	AF	98
P71716	AF	565
P72192	AF	63
P72720	AF	631
P73308	AF	180
P73851	AF	599
P75171	AF	65
P75393	AF	457
P77258	AF	365
P77399	AF	714
P77960	AF	264
P78346-2	AF	322
P78411-2	AF	482
P78411-3	AF	417
P78415	AF	501
P78424	AF	691
P78573	AF	438
P80197	AF	737
P80461	AF	557
P81018-2	AF	176
P81018	AF	190
P81297	AF	388
P82343	AF	419
P82772	AF	127
P83056	AF	97
P84550-3	AF	921
P85109	AF	236
P87076	AF	860
P87152	AF	992
P87153	AF	558
P87169	AF	689
P87243	AF	828
P87379	AF	229
P91341	AF	910
P91859-2	AF	764
P91859-3	AF	877
P91859-4	AF	819
P91895	AF	206
P92958	AF	512
P92965-2	AF	317
P92965-3	AF	309
P93431	AF	466
P93762	AF	546
P95331	AF	466
P95836	AF	478
P96199	AF	336
P97302	AF	739
P97303	AF	839
P97636	AF	194
P97840-2	AF	322
P97840	AF	354
P97863-2	AF	487
P97863-3	AF	420
P97863	AF	570
P98083-3	AF	424
P98083	AF	579
P98173-2	AF	213
P98173-3	AF	192
P98180-2	AF	649
P99163	AF	342
P9WEN5	AF	745
P9WFT7	AF	419
P9WGA2	AF	261
P9WGD6	AF	525
P9WGM5	AF	216
P9WGQ9	AF	248
P9WH11	AF	202
P9WH28	AF	156
P9WHA4	AF	280
P9WHB3	AF	86
P9WIS7	AF	553
P9WJ26	AF	84
P9WJG1	AF	124
P9WJP4	AF	493
P9WKH7	AF	444
P9WMK1	AF	144
P9WMM2	AF	267
P9WMS6	AF	525
P9WN81	AF	516
P9WNG3	AF	335
P9WNX5	AF	345
P9WP23	AF	245
P9WP26	AF	320
P9WPY5	AF	450
P9WQ40	AF	521
Q00059	AF	246
Q00168-2	AF	516
Q00168-3	AF	509
Q00168-4	AF	490
Q00196-3	AF	485
Q00196-4	AF	400
Q00196-6	AF	424
Q00196-7	AF	549
Q00196	AF	463
Q00288	AF	457
Q003J2	AF	225
Q00780	AF	744
Q00888-2	AF	326
Q00915	AF	135
Q01532	AF	483
Q01802	AF	451
Q01820	AF	569
Q01972	AF	397
Q01H90	AF	811
Q01RQ2	AF	542
Q02146	AF	665
Q02241-2	AF	856
Q02241	AF	960
Q02283	AF	272
Q02328	AF	927
Q02804	AF	198
Q02833-2	AF	337
Q02833	AF	373
Q02844	AF	273
Q02910-2	AF	842
Q02910	AF	864
Q02916	AF	556
Q02QH1	AF	330
Q02RB8	AF	353
Q02X03	AF	625
Q02YX4	AF	319
Q03017	AF	500
Q03173-3	AF	541
Q03173-5	AF	787
Q03173	AF	802
Q03177	AF	834
Q031A8	AF	294
Q03279	AF	869
Q03330	AF	439
Q03407	AF	766
Q03410	AF	997
Q034Z8	AF	176
Q03532	AF	505
Q036H7	AF	243
Q038F9	AF	283
Q038Q9	AF	148
Q03AZ5	AF	786
Q03ED8	AF	72
Q03EQ8	AF	645
Q03H46	AF	812
Q03HM9	AF	344
Q03IF9	AF	68
Q03K98	AF	446
Q03MR4	AF	248
Q03PV3	AF	156
Q03QT7	AF	303
Q03RT9	AF	113
Q03UX8	AF	405
Q03ZP2	AF	277
Q04067	AF	274
Q04206-2	AF	537
Q04206-3	AF	541
Q04206-4	AF	548
Q043C5	AF	287
Q045P1	AF	791
Q046A4	AF	73
Q04D20	AF	417
Q04G74	AF	89
Q04GN0	AF	829
Q04JL0	AF	79
Q04JL4	AF	99
Q04K81	AF	662
Q04M67	AF	778
Q04MM1	AF	178
Q04MN0	AF	217
Q04QJ9	AF	666
Q04RT2	AF	848
Q04U55	AF	67
Q04VI6	AF	90
Q05000	AF	692
Q05016	AF	267
Q05195	AF	221
Q05519	AF	484
Q05682-3	AF	558
Q05682-4	AF	538
Q05682-5	AF	532
Q05682-6	AF	563
Q056S8	AF	241
Q05753	AF	435
Q057B6	AF	179
Q05832	AF	161
Q05895	AF	956
Q06201	AF	188
Q06265-2	AF	456
Q06265-3	AF	355
Q06265	AF	439
Q06509	AF	364
Q06628	AF	738
Q06710-3	AF	398
Q06710-4	AF	321
Q06710	AF	450
Q06GJ0	AF	594
Q06GN8	AF	102
Q06R99	AF	146
Q07050	AF	767
Q071N0	AF	311
Q07731-2	AF	185
Q07731	AF	211
Q07803	AF	751
Q07916-2	AF	303
Q07938	AF	337
Q07960	AF	439
Q07KN1	AF	101
Q07U76	AF	377
Q07UH4	AF	102
Q07UN5	AF	888
Q07UT6	AF	201
Q07VX1	AF	338
Q07WH7	AF	313
Q07YA5	AF	311
Q07ZQ7	AF	364
Q08024-2	AF	182
Q08024-3	AF	155
Q08048	AF	728
Q08276	AF	682
Q08285	AF	240
Q08425	AF	657
Q08484	AF	637
Q08648-4	AF	133
Q08648	AF	103
Q08877-10	AF	863
Q08877-11	AF	852
Q08877-12	AF	868
Q08877-13	AF	857
Q08877-2	AF	858
Q08877-3	AF	873
Q08877-4	AF	862
Q08877-5	AF	878
Q08877-6	AF	867
Q08877-7	AF	859
Q08877-9	AF	848
Q08877	AF	869
Q088K0	AF	101
Q08943-2	AF	713
Q08943	AF	708
Q08C72	AF	985
Q08CY1	AF	641
Q08EC4-2	AF	780
Q08EC4	AF	804
Q08J23	AF	767
Q09024-2	AF	266
Q09024-3	AF	263
Q09281-2	AF	805
Q09281	AF	971
Q09312	AF	632
Q09313	AF	923
Q09314	AF	759
Q09433	AF	115
Q09446-2	AF	849
Q09446-3	AF	912
Q09517-2	AF	333
Q09517-3	AF	337
Q09517	AF	316
Q09761	AF	699
Q09901	AF	993
Q09FR2	AF	57
Q09G21	AF	202
Q0AAD7	AF	86
Q0AHZ9	AF	130
Q0AIE6	AF	502
Q0AJE2	AF	473
Q0APT3	AF	556
Q0AQ08	AF	518
Q0AWJ6	AF	419
Q0AYQ7	AF	465
Q0AZR6	AF	239
Q0BE25	AF	364
Q0BE27	AF	262
Q0BEQ6	AF	124
Q0BJ30	AF	121
Q0BMK6	AF	340
Q0BT08	AF	230
Q0BTE6	AF	431
Q0BVU4	AF	89
Q0BYB3	AF	106
Q0C0I5	AF	435
Q0C4I8	AF	352
Q0C4U8	AF	247
Q0CLX0	AF	783
Q0CQ54	AF	999
Q0CRX1	AF	925
Q0CT11	AF	768
Q0CVH2	AF	747
Q0D8N0-2	AF	585
Q0D8N0	AF	602
Q0DBU5	AF	547
Q0E3C8	AF	983
Q0G838-2	AF	320
Q0G838	AF	471
Q0HG41	AF	71
Q0HGI8	AF	745
Q0HIZ5	AF	591
Q0HV47	AF	64
Q0I0A8	AF	698
Q0I0B5	AF	233
Q0I150	AF	179
Q0I1K5	AF	238
Q0I3R5	AF	471
Q0I5L8	AF	208
Q0I7U3	AF	543
Q0I8Z9	AF	315
Q0I9E5	AF	256
Q0ID20	AF	122
Q0IE10	AF	679
Q0IE18	AF	449
Q0IHW6	AF	903
Q0INC5	AF	802
Q0IXP9	AF	775
Q0J7T6	AF	520
Q0J951	AF	818
Q0JHU7	AF	587
Q0JL73	AF	536
Q0K3S6	AF	314
Q0K5P5	AF	375
Q0KF69	AF	443
Q0P6D6	AF	951
Q0R4L2	AF	600
Q0S4D9	AF	553
Q0SET3	AF	541
Q0SHY7	AF	257
Q0SMK4	AF	545
Q0SNH0	AF	481
Q0SQH1	AF	131
Q0SW76	AF	659
Q0SXZ2	AF	309
Q0SXZ4	AF	529
Q0SZ35	AF	387
Q0T1U0	AF	242
Q0T2M8	AF	660
Q0T7E7	AF	432
Q0T8U3	AF	343
Q0TCF1	AF	123
Q0TD55	AF	477
Q0TEV9	AF	616
Q0TPS2	AF	87
Q0U0X1	AF	435
Q0UK50	AF	364
Q0UN56	AF	782
Q0V9A3	AF	778
Q0VA52	AF	593
Q0VC24	AF	423
Q0VDD7	AF	668
Q0VGK3	AF	523
Q0VMD1	AF	386
Q0VMI0	AF	150
Q0VQ06	AF	429
Q0VQN6	AF	197
Q0VR14	AF	548
Q0VRF2	AF	82
Q0VSJ8	AF	114
Q0W6Q8	AF	372
Q0WN60	AF	970
Q0WW55-2	AF	224
Q0WW55	AF	263
Q0ZGT2-2	AF	662
Q0ZGT2-3	AF	613
Q0ZGT2-4	AF	611
Q10056	AF	589
Q10201	AF	949
Q10297	AF	993
Q10324	AF	608
Q10654	AF	385
Q10664	AF	387
Q10E64	AF	735
Q10YR2	AF	425
Q110B0	AF	287
Q11B39	AF	222
Q11HL6	AF	145
Q11JI8	AF	442
Q11QH3	AF	632
Q12055	AF	197
Q12175	AF	901
Q12344	AF	894
Q126J2	AF	79
Q12730	AF	515
Q12800-2	AF	450
Q12800-3	AF	451
Q12800-4	AF	501
Q12805-2	AF	485
Q12805-3	AF	492
Q12805-4	AF	492
Q12906-2	AF	702
Q12906-4	AF	698
Q12906-5	AF	690
Q12906-6	AF	706
Q12906-7	AF	898
Q12906	AF	894
Q12952	AF	345
Q129C9	AF	338
Q12A42	AF	145
Q12C28	AF	426
Q12CW6	AF	83
Q12EI9	AF	298
Q12QY2	AF	156
Q12RW9	AF	130
Q12VQ2	AF	234
Q13042-2	AF	619
Q13042-3	AF	568
Q13042	AF	620
Q13087-2	AF	522
Q13087	AF	525
Q13164-3	AF	533
Q13164	AF	816
Q13206	AF	875
Q13227	AF	327
Q13268-2	AF	300
Q13268	AF	280
Q13322-2	AF	548
Q13322-3	AF	536
Q13322-4	AF	588
Q13426-2	AF	334
Q13426-3	AF	310
Q13510-2	AF	411
Q13510-3	AF	389
Q13510	AF	395
Q13620-1	AF	895
Q13620	AF	913
Q136V2	AF	257
Q13825	AF	339
Q13950-2	AF	507
Q13950-3	AF	499
Q13950	AF	521
Q13952-2	AF	335
Q13952-3	AF	439
Q13952-4	AF	297
Q13952-6	AF	301
Q13952-7	AF	334
Q13952	AF	458
Q13976-2	AF	686
Q13DA7	AF	295
Q13EL8	AF	883
Q13SR6	AF	978
Q14055	AF	689
Q14103-2	AF	336
Q14103-3	AF	306
Q14103	AF	355
Q14135-4	AF	296
Q14135-6	AF	210
Q14135	AF	290
Q14353-2	AF	269
Q14353	AF	236
Q14376	AF	348
Q14558-2	AF	385
Q14653-4	AF	452
Q14738-2	AF	570
Q14738	AF	602
Q147F0	AF	544
Q148H5	AF	525
Q14934-10	AF	889
Q14934-11	AF	857
Q14934-12	AF	832
Q14934-13	AF	831
Q14934-14	AF	826
Q14934-15	AF	807
Q14934-16	AF	794
Q14934-17	AF	782
Q14934-19	AF	437
Q14934-2	AF	965
Q14934-21	AF	329
Q14934-22	AF	190
Q14934-3	AF	964
Q14934-5	AF	933
Q14934-6	AF	915
Q14934-7	AF	914
Q14934-8	AF	901
Q14934-9	AF	890
Q14934	AF	902
Q14AI6	AF	344
Q14CB8-2	AF	517
Q14CB8-3	AF	485
Q14CB8-6	AF	465
Q14CB8-7	AF	479
Q14CB8	AF	494
Q14CX7-2	AF	859
Q14FU7	AF	254
Q14GR3	AF	426
Q14GS9	AF	160
Q14JC3	AF	157
Q14JW5	AF	322
Q14JZ0	AF	253
Q14NV1	AF	286
Q15014	AF	288
Q15025-2	AF	635
Q15025-3	AF	583
Q15025-4	AF	572
Q15025-5	AF	556
Q15025-6	AF	571
Q15025-7	AF	545
Q15025-8	AF	552
Q15031	AF	903
Q15056	AF	248
Q15063-10	AF	778
Q15063-2	AF	779
Q15063-3	AF	781
Q15063-4	AF	751
Q15063-5	AF	809
Q15063-6	AF	749
Q15063-7	AF	721
Q15063-8	AF	808
Q15063-9	AF	806
Q15063	AF	836
Q15291-2	AF	500
Q15291	AF	538
Q15369	AF	112
Q15417-2	AF	288
Q15417	AF	329
Q15459	AF	793
Q15813-2	AF	578
Q15MT3	AF	633
Q15R63	AF	525
Q15W54	AF	528
Q16401	AF	504
Q164C1	AF	580
Q16613-2	AF	252
Q16637-2	AF	262
Q16637-3	AF	282
Q16637-4	AF	250
Q16836-2	AF	390
Q16836-3	AF	331
Q16890-2	AF	144
Q16890	AF	204
Q16956	AF	667
Q169E2	AF	492
Q16CZ1	AF	199
Q16KE2	AF	108
Q16UN6	AF	813
Q16Y34-2	AF	205
Q17381-2	AF	442
Q17381	AF	506
Q17390-2	AF	774
Q17390-3	AF	743
Q17390	AF	791
Q17392	AF	840
Q17902	AF	574
Q17G65	AF	916
Q17Q06	AF	910
Q17RM4-2	AF	743
Q17RM4	AF	750
Q17VT0	AF	89
Q17VT1	AF	352
Q17W70	AF	341
Q17ZC9	AF	86
Q17ZK2	AF	158
Q18066	AF	640
Q186L5	AF	105
Q18CH7	AF	147
Q18F10	AF	383
Q19706	AF	262
Q19849-1	AF	478
Q19849-3	AF	471
Q19849-4	AF	411
Q19849	AF	486
Q19857-2	AF	939
Q19905	AF	481
Q1ACP3	AF	123
Q1AU55	AF	200
Q1B7R1	AF	400
Q1BA94	AF	920
Q1BDD4	AF	701
Q1BM62	AF	270
Q1BT49	AF	593
Q1BT63	AF	265
Q1BZ35	AF	193
Q1BZ70	AF	864
Q1C0B8	AF	462
Q1C1D9	AF	727
Q1C2L4	AF	903
Q1C2U0	AF	702
Q1C2Y4	AF	273
Q1C421	AF	187
Q1C422	AF	356
Q1C5G0	AF	417
Q1CBY6	AF	156
Q1CCY1	AF	273
Q1CEH2	AF	75
Q1CKG2	AF	245
Q1CKQ4	AF	860
Q1CMD5	AF	951
Q1CMT0	AF	434
Q1CN99	AF	729
Q1CUA6	AF	944
Q1DLJ4	AF	688
Q1E0Z3	AF	536
Q1E6K9	AF	731
Q1ELU5	AF	207
Q1G852	AF	80
Q1G986	AF	117
Q1GAT6	AF	460
Q1GDB8	AF	123
Q1GNP7	AF	849
Q1GQI3	AF	109
Q1GV11	AF	435
Q1H0B6	AF	599
Q1HQ10	AF	109
Q1HRT4	AF	70
Q1I449	AF	86
Q1I5K4	AF	459
Q1I5Y8	AF	83
Q1I624	AF	900
Q1I7M6	AF	171
Q1IC21	AF	134
Q1IDS5	AF	948
Q1IEI0	AF	428
Q1IFW1	AF	110
Q1IWP3	AF	582
Q1IXK9	AF	382
Q1IYK3	AF	427
Q1J022	AF	304
Q1J163	AF	185
Q1J1P5	AF	184
Q1J5E4	AF	508
Q1JA39	AF	150
Q1JAC1	AF	953
Q1JAJ4	AF	211
Q1JBR9	AF	359
Q1JCH2	AF	176
Q1JE40	AF	146
Q1JE52	AF	217
Q1JFJ5	AF	508
Q1JJE2	AF	203
Q1JK32	AF	398
Q1JKK3	AF	508
Q1JKP6	AF	211
Q1JLL7	AF	356
Q1JLT8	AF	295
Q1JMR2	AF	252
Q1JUP4	AF	481
Q1KXX7	AF	88
Q1L8P7	AF	929
Q1L994	AF	919
Q1L9C7	AF	189
Q1LLW8	AF	124
Q1LQD9	AF	130
Q1LSP4	AF	97
Q1LSR5	AF	150
Q1LSX8	AF	121
Q1LTQ0	AF	855
Q1LZG6	AF	427
Q1MC53	AF	204
Q1MCF8	AF	595
Q1MHM2	AF	427
Q1MID1	AF	122
Q1MIM7	AF	201
Q1MQ89	AF	820
Q1MX18-2	AF	532
Q1MX18-4	AF	490
Q1MX18-5	AF	567
Q1MX18-6	AF	520
Q1PEC0	AF	524
Q1Q8B0	AF	614
Q1Q8I7	AF	609
Q1Q8N2	AF	422
Q1QDF6	AF	60
Q1QDG1	AF	335
Q1QMY9	AF	110
Q1QN30	AF	241
Q1QQJ4	AF	907
Q1QRZ1	AF	624
Q1QSL0	AF	234
Q1QSZ8	AF	283
Q1QUG4	AF	270
Q1QVF0	AF	142
Q1QVG5	AF	455
Q1QWJ4	AF	131
Q1QXA4	AF	220
Q1QYD6	AF	386
Q1R6H0	AF	890
Q1RAR8	AF	590
Q1RFD6	AF	356
Q1RHM1	AF	215
Q1RI12	AF	694
Q1RIM2	AF	445
Q1RIY5	AF	368
Q1RJS1	AF	478
Q1W3E0	AF	735
Q1W6H9	AF	321
Q1WM15	AF	458
Q1WSF8	AF	416
Q1WSU7	AF	208
Q1X8D7-3	AF	529
Q1X8D7	AF	754
Q1XDC9	AF	243
Q1XDI6	AF	181
Q1XGU9	AF	132
Q20059-2	AF	680
Q20059-3	AF	697
Q20059	AF	683
Q20938	AF	438
Q20WN5	AF	620
Q21067	AF	622
Q21187	AF	300
Q21346	AF	729
Q21407	AF	690
Q214E1	AF	154
Q21657	AF	709
Q218E3	AF	929
Q21A86	AF	213
Q21CI2	AF	632
Q21EN2	AF	229
Q21FM2	AF	425
Q21JW7	AF	752
Q21M18	AF	174
Q21MA4	AF	594
Q21MA8	AF	575
Q21NG2	AF	483
Q21V38	AF	285
Q21YV7	AF	155
Q22002	AF	582
Q22289	AF	292
Q22703	AF	598
Q23229-3	AF	426
Q23552-2	AF	484
Q23552	AF	475
Q24151-2	AF	754
Q24151-3	AF	628
Q24151-4	AF	635
Q24207	AF	228
Q24211	AF	850
Q24311	AF	774
Q24318	AF	445
Q24432	AF	972
Q24524	AF	512
Q24537-2	AF	386
Q24537-3	AF	385
Q24537	AF	393
Q24573	AF	911
Q24849	AF	601
Q24DE2	AF	996
Q24PK7	AF	291
Q250M2	AF	122
Q253I5	AF	196
Q25460	AF	875
Q256C2	AF	203
Q27450	AF	843
Q27640	AF	497
Q27YU0	AF	814
Q28062	AF	912
Q28989	AF	421
Q28CY2	AF	310
Q28K03	AF	532
Q28QX4	AF	537
Q28UR2	AF	285
Q28US8	AF	338
Q28UV3	AF	137
Q28V48	AF	476
Q28VZ5	AF	624
Q28XF0	AF	786
Q294E0	AF	962
Q297F5	AF	288
Q29DY1	AF	797
Q2A1Q4	AF	254
Q2A2U4	AF	717
Q2A303	AF	194
Q2A4E9	AF	565
Q2FGE3	AF	610
Q2FH94	AF	207
Q2FHI6	AF	298
Q2FJ79	AF	947
Q2FKP7	AF	428
Q2FVA4	AF	223
Q2FXL7	AF	372
Q2G0B6	AF	152
Q2G189	AF	97
Q2G2P8	AF	276
Q2GGE6	AF	393
Q2GHE2	AF	190
Q2GJV3	AF	300
Q2H2B2	AF	830
Q2HDW0	AF	782
Q2HE65	AF	778
Q2HJ91	AF	452
Q2HJG8	AF	349
Q2HJJ0	AF	616
Q2IIK1	AF	843
Q2IKQ7	AF	524
Q2IWV3	AF	157
Q2IXE1	AF	55
Q2J0T8	AF	361
Q2J2G6	AF	322
Q2J320	AF	633
Q2J4C7	AF	148
Q2J764	AF	345
Q2J9Q0	AF	602
Q2JIM2	AF	124
Q2JKV7	AF	539
Q2JNW8	AF	204
Q2JRL0	AF	206
Q2K8X2	AF	239
Q2K939	AF	493
Q2K941	AF	234
Q2KDT9	AF	341
Q2KDZ5	AF	916
Q2KE81	AF	279
Q2KIW9	AF	196
Q2KJH1	AF	409
Q2KXM9	AF	607
Q2KYK7	AF	352
Q2LKV2-2	AF	730
Q2LKV2	AF	906
Q2LWU9	AF	357
Q2M3G4	AF	852
Q2MKA7-2	AF	236
Q2MKA7	AF	263
Q2N9B7	AF	231
Q2N9V1	AF	421
Q2NIM6	AF	536
Q2NL51	AF	490
Q2NL67	AF	630
Q2NQQ2	AF	433
Q2NQW6	AF	338
Q2NRK7	AF	241
Q2NRM3	AF	319
Q2NTS9	AF	610
Q2NUU7	AF	860
Q2NZW8	AF	211
Q2NZW9	AF	194
Q2P4Q8	AF	534
Q2P4S5	AF	369
Q2P736	AF	328
Q2PMP9	AF	122
Q2PMR2	AF	103
Q2PW47	AF	989
Q2QLF0	AF	286
Q2QLH5	AF	286
Q2QS13	AF	480
Q2RBR1	AF	921
Q2RJV4	AF	250
Q2RK77	AF	302
Q2RQX9	AF	162
Q2RXP5	AF	451
Q2S1E4	AF	212
Q2S325	AF	95
Q2S907	AF	124
Q2S908	AF	156
Q2SBE7	AF	861
Q2SD23	AF	391
Q2SNC4	AF	496
Q2SRI9	AF	804
Q2SSG0	AF	474
Q2STD7	AF	657
Q2SZG2	AF	103
Q2SZP0	AF	89
Q2SZT6	AF	210
Q2T9X8	AF	860
