uniprot_id	database	sequence_length
P30260-2	AF	830
P30307	AF	473
P30367	AF	135
P30438-2	AF	88
P30619	AF	724
P30659	AF	86
P30713	AF	244
P30776	AF	628
P30885	AF	401
P30990	AF	170
P31006	AF	198
P31074	AF	159
P31110	AF	177
P31113	AF	233
P31116	AF	359
P31133	AF	370
P31150	AF	447
P31200	AF	58
P31240	AF	241
P31260-2	AF	94
P31260	AF	410
P31269	AF	272
P31270	AF	313
P31287	AF	129
P31315	AF	261
P31325	AF	406
P31339	AF	621
P31347	AF	149
P31378	AF	399
P31385	AF	405
P31673	AF	154
P31688	AF	896
P31919	AF	281
P31944	AF	242
P31988	AF	72
P32027	AF	508
P32057	AF	407
P32067	AF	415
P32073	AF	718
P32099	AF	338
P32115-3	AF	312
P32140	AF	413
P32151	AF	351
P32157	AF	224
P32190	AF	709
P32259	AF	974
P32316	AF	526
P32519-2	AF	595
P32523	AF	503
P32525	AF	599
P32581	AF	645
P32585	AF	307
P32614	AF	470
P32618	AF	956
P32742-4	AF	817
P32756	AF	627
P32765	AF	221
P32794	AF	780
P32797	AF	924
P32825	AF	507
P32828	AF	619
P32833	AF	620
P32844	AF	805
P32860	AF	256
P32893	AF	560
P32896	AF	925
P32899	AF	183
P32909	AF	740
P32960	AF	227
P32961-2	AF	340
P32963	AF	355
P32969	AF	192
P33078	AF	163
P33118	AF	329
P33203	AF	583
P33215-2	AF	508
P33215	AF	660
P33301	AF	854
P33306	AF	851
P33308	AF	149
P33333	AF	303
P33371	AF	315
P33399	AF	275
P33412	AF	323
P33420	AF	868
P33522	AF	465
P33538	AF	969
P33540	AF	896
P33573	AF	641
P33656	AF	378
P33744	AF	862
P33895	AF	451
P33913	AF	604
P34020	AF	324
P34072	AF	584
P34100	AF	714
P34130	AF	210
P34159	AF	96
P34162	AF	210
P34183	AF	521
P34208	AF	496
P34217	AF	668
P34223	AF	423
P34227	AF	261
P34252	AF	453
P34264	AF	195
P34291	AF	401
P34307	AF	886
P34314	AF	965
P34324	AF	273
P34326	AF	187
P34344-2	AF	136
P34344	AF	610
P34351	AF	102
P34382	AF	182
P34385	AF	608
P34425	AF	468
P34456	AF	419
P34459	AF	337
P34487	AF	918
P34522	AF	594
P34547-2	AF	414
P34552-4	AF	498
P34552	AF	882
P34555	AF	205
P34560-2	AF	195
P34584	AF	84
P34619	AF	1000
P34647-2	AF	516
P34647	AF	810
P34951	AF	143
P35046	AF	256
P35189	AF	244
P35203	AF	478
P35223	AF	820
P35234	AF	369
P35244	AF	121
P35247	AF	375
P35428	AF	282
P35541	AF	130
P35548	AF	267
P35583	AF	459
P35626	AF	688
P35639	AF	168
P35659-2	AF	341
P35718	AF	212
P35732	AF	738
P35734	AF	292
P35745	AF	97
P35754	AF	106
P35783	AF	204
P35807	AF	61
P35827	AF	939
P35831	AF	775
P36024	AF	562
P36041	AF	632
P36052	AF	402
P36105	AF	138
P36117	AF	915
P36150	AF	593
P36156	AF	370
P36158	AF	585
P36160	AF	344
P36188-10	AF	260
P36188-3	AF	208
P36417	AF	708
P36418	AF	959
P36501	AF	51
P36517	AF	319
P36531	AF	177
P36589	AF	240
P36600	AF	412
P36615	AF	306
P36616	AF	544
P36629	AF	517
P36667	AF	264
P36675	AF	72
P36872-2	AF	443
P36916-2	AF	430
P36952-2	AF	231
P36975	AF	212
P36980-2	AF	243
P37024	AF	809
P37025	AF	176
P37028	AF	266
P37198	AF	522
P37202	AF	970
P37237-2	AF	215
P37272	AF	419
P37344	AF	325
P37398-2	AF	704
P37529	AF	217
P37554	AF	178
P37562	AF	338
P37614	AF	89
P37690	AF	419
P37773	AF	457
P37935	AF	928
P37938	AF	940
P38022	AF	461
P38041	AF	980
P38093	AF	719
P38094	AF	865
P38138	AF	954
P38139	AF	375
P38159-2	AF	378
P38159-3	AF	196
P38183	AF	143
P38202	AF	106
P38203	AF	95
P38236	AF	366
P38260	AF	290
P38262	AF	535
P38308	AF	924
P38319	AF	544
P38337	AF	142
P38339	AF	666
P38351	AF	445
P38352	AF	637
P38478	AF	502
P38489	AF	217
P38562	AF	355
P38571-2	AF	343
P38619	AF	223
P38694	AF	644
P38738	AF	679
P38760	AF	659
P38769	AF	630
P38782	AF	295
P38785	AF	314
P38803	AF	334
P38818	AF	585
P38830	AF	627
P38884	AF	321
P38900	AF	624
P38907	AF	458
P38912	AF	153
P38920	AF	769
P38922	AF	454
P38997	AF	369
P39009	AF	513
P39015	AF	273
P39016	AF	859
P39081	AF	626
P39112	AF	969
P39165	AF	464
P39176	AF	310
P39347	AF	396
P39375	AF	130
P39393	AF	906
P39466	AF	183
P39572	AF	448
P39620	AF	181
P39633	AF	424
P39644	AF	259
P39679	AF	754
P39715	AF	212
P39726	AF	170
P39729	AF	369
P39731	AF	289
P39743	AF	482
P39744	AF	710
P39825	AF	127
P39831	AF	248
P39955	AF	897
P39998	AF	551
P40018	AF	196
P40023	AF	145
P40045	AF	126
P40050	AF	688
P40055	AF	554
P40063	AF	208
P40096	AF	142
P40118	AF	317
P40121-2	AF	333
P40157	AF	782
P40188	AF	164
P40204	AF	77
P40205	AF	109
P40222	AF	546
P40306	AF	273
P40316	AF	373
P40328	AF	754
P40357	AF	651
P40359	AF	213
P40362	AF	594
P40376	AF	512
P40403	AF	209
P40414	AF	161
P40442	AF	995
P40460	AF	691
P40465	AF	213
P40479	AF	209
P40522	AF	640
P40530	AF	394
P40563	AF	679
P40604	AF	592
P40645-2	AF	786
P40688	AF	548
P40817	AF	404
P40850	AF	830
P40923	AF	201
P40935	AF	295
P40937-2	AF	319
P40954	AF	567
P40960	AF	533
P40996	AF	536
P41002	AF	786
P41111	AF	523
P41137	AF	134
P41138	AF	119
P41205	AF	273
P41214-2	AF	460
P41214	AF	584
P41223	AF	144
P41227-2	AF	220
P41412	AF	657
P41439-4	AF	172
P41439	AF	245
P41508	AF	979
P41694	AF	129
P41697	AF	788
P41778-2	AF	347
P41784	AF	80
P41813	AF	862
P41842	AF	771
P41903	AF	349
P41911	AF	440
P41920	AF	201
P41934	AF	542
P42089	AF	133
P42124	AF	760
P42332	AF	306
P42517	AF	181
P42657	AF	270
P42698	AF	387
P42737-2	AF	259
P42737	AF	331
P42743	AF	161
P42759	AF	260
P42771-2	AF	105
P42771-3	AF	116
P42771	AF	156
P42773	AF	168
P42774-2	AF	313
P42784	AF	414
P42826	AF	600
P42845	AF	420
P42855	AF	113
P42898	AF	656
P42931	AF	214
P43234	AF	321
P43251-3	AF	545
P43345	AF	332
P43358	AF	317
P43432	AF	335
P43491	AF	103
P43535	AF	752
P43563	AF	287
P43567	AF	385
P43572	AF	832
P43618	AF	361
P43622	AF	192
P43637	AF	560
P43712	AF	312
P43741	AF	930
P43779-2	AF	178
P43780	AF	103
P44040	AF	61
P44255	AF	178
P44401	AF	493
P44602	AF	905
P44726	AF	287
P44758	AF	241
P45192	AF	334
P45202	AF	158
P45453	AF	55
P45628	AF	59
P45663	AF	87
P45727	AF	620
P45936	AF	192
P45942	AF	531
P45955	AF	263
P45962-3	AF	118
P45962	AF	598
P45970	AF	821
P45984-2	AF	382
P45984-5	AF	242
P45985	AF	399
P46003	AF	120
P46012	AF	952
P46071	AF	989
P46157	AF	65
P46162	AF	63
P46205	AF	276
P46228	AF	307
P46321	AF	641
P46337	AF	251
P46350	AF	82
P46382	AF	123
P46402	AF	167
P46425	AF	210
P46489	AF	453
P46544	AF	295
P46551	AF	730
P46554	AF	333
P46578	AF	892
P46581	AF	192
P46640	AF	310
P46675	AF	888
P46683	AF	200
P46690	AF	106
P46768	AF	141
P46777	AF	297
P46897	AF	258
P46918	AF	900
P46941	AF	837
P46946	AF	345
P46947	AF	266
P46963	AF	296
P46997	AF	583
P47001	AF	227
P47006	AF	233
P47027	AF	764
P47030	AF	604
P47042	AF	667
P47093	AF	109
P47101	AF	745
P47110	AF	350
P47112	AF	604
P47113	AF	574
P47116	AF	818
P47149	AF	201
P47167	AF	239
P47442	AF	601
P47448	AF	597
P47474	AF	100
P47476	AF	104
P47486	AF	703
P47575	AF	197
P47687	AF	228
P47691	AF	292
P47782	AF	161
P47821	AF	323
P47822	AF	140
P47845	AF	242
P47873	AF	199
P47874	AF	163
P47915	AF	160
P47992	AF	114
P48031	AF	348
P48037	AF	673
P48053	AF	995
P48317	AF	165
P48365	AF	746
P48377	AF	963
P48412	AF	387
P48445	AF	690
P48507-2	AF	252
P48524	AF	976
P48556	AF	350
P48566	AF	633
P48729-3	AF	325
P48732	AF	543
P48756	AF	144
P48791	AF	319
P48804	AF	194
P48840	AF	955
P48941	AF	116
P48961	AF	293
P48997	AF	467
P49005	AF	469
P49013	AF	570
P49051	AF	814
P49067	AF	649
P49126	AF	94
P49137-2	AF	370
P49192-2	AF	116
P49294	AF	530
P49354-2	AF	312
P49458-2	AF	82
P49518	AF	309
P49541	AF	497
P49618	AF	237
P49638	AF	278
P49657-2	AF	604
P49657	AF	908
P49710	AF	486
P49723	AF	345
P49756-2	AF	294
P49756-4	AF	164
P49762	AF	832
P49764	AF	158
P49770	AF	351
P49799	AF	205
P49813	AF	359
P49842-2	AF	364
P49842	AF	254
P49913	AF	170
P49921	AF	91
P49955	AF	971
P49957	AF	279
P50089	AF	785
P50091	AF	288
P50158	AF	200
P50168	AF	427
P50219-2	AF	189
P50219	AF	401
P50222	AF	304
P50231	AF	92
P50521	AF	455
P50527	AF	658
P50530	AF	696
P50531	AF	606
P50548-2	AF	473
P50583	AF	147
P50652	AF	591
P50747	AF	726
P50750-2	AF	489
P50874	AF	479
P50995-2	AF	472
P51030	AF	357
P51125-5	AF	431
P51125	AF	788
P51136	AF	467
P51163	AF	265
P51208	AF	263
P51306	AF	67
P51397	AF	102
P51486	AF	363
P51568	AF	400
P51569	AF	419
P51570	AF	392
P51583	AF	425
P51612	AF	930
P51617-3	AF	693
P51659-2	AF	761
P51697	AF	156
P51807	AF	113
P51884	AF	338
P51942	AF	500
P51943	AF	422
P51959-2	AF	161
P51959	AF	295
P52006	AF	141
P52012	AF	523
P52164-2	AF	151
P52272-2	AF	691
P52306-5	AF	608
P52309	AF	149
P52321	AF	392
P52402	AF	328
P52478	AF	192
P52491	AF	188
P52551	AF	743
P52556	AF	206
P52597	AF	415
P52654-3	AF	324
P52661	AF	342
P52718	AF	531
P52759	AF	137
P52811	AF	151
P52815	AF	198
P52836	AF	312
P52843	AF	285
P52926-2	AF	106
P52945	AF	283
P52952-2	AF	151
P52952-3	AF	112
P52952	AF	324
P53044	AF	361
P53086	AF	805
P53118	AF	685
P53119	AF	910
P53135	AF	668
P53169	AF	641
P53197	AF	566
P53201	AF	476
P53218	AF	158
P53250	AF	332
P53251	AF	210
P53255	AF	507
P53286	AF	410
P53297	AF	722
P53321	AF	146
P53331	AF	553
P53333	AF	577
P53335	AF	271
P53535	AF	974
P53566-4	AF	242
P53566-5	AF	396
P53575	AF	249
P53603	AF	541
P53604-2	AF	209
P53617	AF	575
P53627	AF	662
P53728	AF	308
P53734	AF	629
P53741	AF	515
P53743	AF	316
P53761	AF	440
P53783	AF	391
P53805-3	AF	171
P53805-4	AF	117
P53805	AF	252
P53820	AF	52
P53851	AF	422
P53859	AF	292
P53904	AF	254
P53911	AF	425
P53919	AF	492
P53930	AF	226
P53946	AF	755
P53973	AF	706
P53997	AF	269
P53999	AF	127
P54000	AF	292
P54076	AF	331
P54105	AF	237
P54256-2	AF	599
P54269	AF	693
P54277	AF	932
P54279	AF	859
P54319	AF	795
P54352-2	AF	495
P54353	AF	166
P54369	AF	227
P54385-2	AF	549
P54394	AF	931
P54420	AF	632
P54421	AF	334
P54423	AF	894
P54426	AF	63
P54452	AF	172
P54475	AF	438
P54508	AF	264
P54550	AF	338
P54604	AF	302
P54616	AF	258
P54619-2	AF	299
P54631	AF	400
P54681	AF	367
P54687	AF	386
P54705	AF	685
P54733-2	AF	602
P54742	AF	807
P54790	AF	616
P54791	AF	529
P54802	AF	743
P54803	AF	685
P54823	AF	483
P54843-2	AF	380
P54846	AF	237
P54857	AF	326
P54860	AF	961
P54886-2	AF	793
P54951	AF	165
P54993	AF	277
P54995	AF	453
P55002	AF	183
P55036-2	AF	268
P55065	AF	493
P55083	AF	255
P55095	AF	180
P55206	AF	126
P55210-2	AF	253
P55231	AF	521
P55240	AF	125
P55302	AF	360
P55347-2	AF	405
P55379	AF	516
P55465	AF	909
P55612	AF	464
P55715	AF	212
P55770	AF	128
P55826-2	AF	506
P55830-2	AF	218
P55906	AF	683
P55965	AF	697
P55982	AF	788
P56174	AF	112
P56179-2	AF	265
P56179	AF	175
P56182	AF	461
P56277	AF	68
P56279	AF	114
P56287	AF	678
P56518	AF	576
P56546-2	AF	988
P56546	AF	445
P56552	AF	54
P56581-2	AF	397
P56711	AF	80
P56717	AF	131
P56733	AF	150
P56942	AF	165
P57076	AF	290
P57077-1	AF	242
P57077	AF	142
P57235	AF	690
P57381	AF	812
P57446	AF	324
P57633	AF	584
P57775	AF	412
P57993	AF	763
P58004	AF	480
P58005-3	AF	321
P58005-4	AF	353
P58289	AF	88
P58340-5	AF	243
P58546	AF	118
P58742	AF	546
P58775	AF	284
P58777	AF	219
P58911	AF	501
P58925	AF	73
P59074	AF	171
P59103-2	AF	16
P59103-3	AF	82
P59103-4	AF	126
P59205	AF	658
P59282	AF	170
P59311	AF	340
P59368	AF	82
P59597	AF	962
P59674	AF	313
P59708	AF	125
P59825	AF	626
P59827-2	AF	575
P59828	AF	529
P59900	AF	758
P60211	AF	61
P60212	AF	87
P60357	AF	90
P60372	AF	401
P60408	AF	238
P60413	AF	245
P60832	AF	96
P60896	AF	70
P60983	AF	142
P61025	AF	79
P61060	AF	207
P61091	AF	144
P61204-2	AF	144
P61204	AF	181
P61255	AF	145
P61279	AF	116
P61358	AF	136
P61364	AF	130
P61753	AF	509
P61875	AF	775
P61898	AF	116
P61916-2	AF	125
P61926	AF	76
P61950	AF	176
P61960	AF	85
P61975	AF	326
P62024	AF	580
P62066	AF	106
P62089	AF	166
P62253	AF	170
P62281	AF	158
P62305	AF	92
P62307	AF	86
P62314	AF	119
P62397	AF	170
P62487	AF	172
P62495-2	AF	404
P62520	AF	63
P62521	AF	643
P62554	AF	101
P62597	AF	778
P62598	AF	596
P62650	AF	174
P62843	AF	145
P62850	AF	133
P62852	AF	125
P62862	AF	133
P62996-2	AF	38
P62996	AF	288
P63054	AF	62
P63057-2	AF	458
P63072	AF	162
P63089	AF	168
P63123	AF	156
P63153	AF	146
P63178	AF	243
P63207	AF	175
P63324	AF	132
P63485	AF	323
P63746	AF	111
P63883	AF	417
P64062	AF	436
P64524	AF	124
P64578	AF	104
P64602	AF	97
P64678	AF	137
P64778	AF	266
P64822	AF	109
P65042	AF	105
P65396	AF	163
P65518	AF	232
P65899	AF	429
P66628	AF	130
P66726	AF	72
P67413	AF	212
P67433	AF	213
P67463	AF	71
P67530	AF	60
P67791	AF	63
P67813	AF	101
P67860-2	AF	192
P67860-3	AF	148
P67861	AF	144
P67940	AF	54
P67984	AF	128
P68036-2	AF	122
P68036-3	AF	212
P68356	AF	66
P69004	AF	376
P69046	AF	51
P69735	AF	775
P69792	AF	116
P69850	AF	94
P69852	AF	69
P70120	AF	167
P70261	AF	859
P70314	AF	315
P70324-2	AF	721
P70327	AF	436
P70339	AF	274
P70354	AF	204
P70379	AF	247
P70429-2	AF	393
P70445	AF	120
P70473	AF	382
P70492	AF	215
P70507-2	AF	544
P70541	AF	452
P71229	AF	670
P71590	AF	527
P72495	AF	489
P72533	AF	639
P72539	AF	719
P72578	AF	632
P72758-2	AF	447
P72758	AF	687
P73014	AF	57
P74111	AF	750
P74126	AF	562
P74327	AF	143
P74459	AF	898
P74794	AF	72
P75074	AF	103
P75374	AF	148
P75465	AF	419
P75478	AF	506
P75726	AF	510
P75862	AF	180
P76017	AF	955
P76083	AF	475
P76084	AF	140
P76291	AF	323
P76319	AF	159
P76341	AF	137
P76393	AF	648
P76402	AF	110
P77334	AF	661
P77503	AF	351
P77596	AF	655
P77627	AF	235
P77743	AF	528
P77775	AF	297
P77989	AF	743
P78346	AF	268
P78367	AF	333
P78411	AF	483
P78424-2	AF	655
P78560-2	AF	103
P78560	AF	199
P78602	AF	110
P78706	AF	604
P78710	AF	540
P78953	AF	920
P78963	AF	625
P78972	AF	488
P79149	AF	773
P79295	AF	575
P79765	AF	357
P79944	AF	692
P80009	AF	333
P80060	AF	92
P80067	AF	462
P80205	AF	355
P80571	AF	60
P80647	AF	53
P80876	AF	172
P81014	AF	57
P81121	AF	120
P81133	AF	766
P81140	AF	408
P81160	AF	54
P81277	AF	87
P81405	AF	80
P81584	AF	175
P81705	AF	61
P81782	AF	63
P81792	AF	90
P81827	AF	101
P82024	AF	180
P82147-2	AF	145
P82147	AF	187
P82343-2	AF	405
P82358	AF	84
P82450	AF	542
P82535	AF	76
P82593	AF	825
P82597	AF	250
P82715	AF	297
P82733	AF	126
P82766	AF	77
P82818	AF	66
P82930	AF	218
P82946	AF	55
P82979	AF	210
P82993	AF	535
P83105	AF	476
P83253	AF	111
P83268	AF	52
P83302	AF	57
P83404	AF	98
P83434	AF	91
P83579	AF	58
P83673	AF	184
P83731	AF	157
P83942	AF	110
P83952	AF	50
P84103-2	AF	124
P84103	AF	164
P84246	AF	136
P84329	AF	595
P84347	AF	215
P84408	AF	55
P84550-2	AF	868
P84550	AF	965
P84585	AF	82
P84741	AF	859
P84777	AF	61
P85100	AF	199
P85213	AF	72
P85257	AF	129
P85797	AF	197
P85881	AF	63
P86013	AF	53
P86093	AF	58
P86110	AF	70
P86215	AF	50
P86397	AF	168
P86407	AF	75
P86476	AF	72
P86483	AF	67
P86792	AF	133
P86807	AF	72
P86856	AF	321
P86857	AF	189
P87049	AF	411
P87060	AF	775
P87074	AF	778
P87144	AF	703
P87174	AF	210
P87252	AF	176
P87271	AF	102
P87314	AF	932
P87379-2	AF	217
P89102	AF	971
P89114	AF	91
P90513	AF	252
P90947	AF	927
P90978-2	AF	143
P90978	AF	496
P91278	AF	362
P91529	AF	296
P91641	AF	252
P91859	AF	878
P92560	AF	111
P92958-2	AF	359
P92965	AF	350
P92983	AF	499
P93043	AF	980
P93105	AF	157
P93198	AF	139
P93306	AF	394
P93431-2	AF	433
P93479	AF	535
P93831	AF	902
P93847	AF	219
P94391	AF	515
P94424	AF	249
P94538	AF	248
P94548	AF	194
P94552	AF	495
P95690	AF	876
P95691	AF	602
P95748	AF	255
P96105	AF	674
P96155	AF	611
P96503	AF	143
P96622	AF	116
P96633	AF	126
P96669	AF	463
P96681	AF	482
P96722	AF	602
P96740	AF	413
P96856	AF	220
P97298	AF	417
P97299	AF	295
P97303-2	AF	716
P97328	AF	298
P97361	AF	278
P97427	AF	572
P97459	AF	594
P97466	AF	232
P97590	AF	136
P97592	AF	246
P97615	AF	166
P97636-2	AF	175
P97737	AF	476
P97865	AF	318
P97875	AF	163
P97930-2	AF	80
P97930	AF	212
P98083-2	AF	469
P98089	AF	837
P98173	AF	230
P98180	AF	649
P9WEK2	AF	511
P9WF24	AF	91
P9WFP8	AF	129
P9WGB9	AF	326
P9WGD1	AF	532
P9WGI3	AF	261
P9WGM3	AF	205
P9WGS9	AF	254
P9WH43	AF	481
P9WH53	AF	162
P9WHJ3	AF	790
P9WI95	AF	213
P9WIB0	AF	517
P9WIB9	AF	199
P9WIC1	AF	105
P9WIH9	AF	103
P9WIK5	AF	472
P9WJ87	AF	82
P9WJC1	AF	729
P9WJE1	AF	392
P9WJG2	AF	162
P9WK28	AF	374
P9WKL5	AF	241
P9WL21	AF	602
P9WL67	AF	413
P9WLH6	AF	233
P9WLK9	AF	104
P9WM24	AF	218
P9WM39	AF	456
P9WM54	AF	454
P9WM92	AF	131
P9WMD1	AF	202
P9WMI1	AF	474
P9WMK9	AF	195
P9WMQ1	AF	771
P9WN26	AF	994
P9WNB0	AF	591
P9WNH3	AF	341
P9WP11	AF	148
P9WP33	AF	93
P9WPA3	AF	407
P9WPB5	AF	302
P9WPI3	AF	631
P9WQ60	AF	705
P9WQ84	AF	771
P9WQH5	AF	473
Q00004	AF	622
Q00059-2	AF	214
Q00168	AF	530
Q00196-2	AF	479
Q00196-5	AF	583
Q00204	AF	847
Q00539	AF	523
Q00558	AF	381
Q00643	AF	224
Q00684	AF	551
Q00688	AF	224
Q00888-3	AF	326
Q00888	AF	419
Q00958	AF	420
Q01070	AF	205
Q01094	AF	437
Q01159	AF	459
Q01247	AF	87
Q01262	AF	690
Q01329	AF	785
Q01460	AF	367
Q01477	AF	912
Q01634	AF	655
Q01649	AF	594
Q01657	AF	459
Q01664	AF	338
Q01702	AF	269
Q01722	AF	534
Q01766	AF	294
Q01832	AF	198
Q01Y83	AF	391
Q02197	AF	733
Q02208	AF	771
Q02241-3	AF	673
Q02326	AF	176
Q02328-2	AF	921
Q02354	AF	440
Q02383	AF	582
Q02394	AF	358
Q02457	AF	562
Q02724	AF	621
Q02733	AF	499
Q02779	AF	954
Q02793	AF	397
Q02796	AF	332
Q02833-3	AF	320
Q02844-2	AF	46
Q02884	AF	456
Q02887	AF	496
Q02931	AF	896
Q02934	AF	887
Q02950	AF	344
Q02959	AF	697
Q02MM2	AF	187
Q03017-2	AF	482
Q03048	AF	143
Q03063	AF	452
Q030Z7	AF	156
Q03124	AF	581
Q03173-2	AF	390
Q03173-4	AF	783
Q03173-6	AF	507
Q03178	AF	341
Q03213	AF	719
Q03250-2	AF	48
Q03250	AF	176
Q03308	AF	798
Q03344	AF	107
Q03373	AF	323
Q03386	AF	895
Q03435	AF	203
Q03503	AF	176
Q03569	AF	525
Q03571	AF	560
Q03586	AF	508
Q035Y8	AF	93
Q03609	AF	983
Q03649	AF	449
Q03776	AF	544
Q03785	AF	461
Q03823	AF	816
Q03828	AF	476
Q03898	AF	291
Q03920	AF	221
Q03935	AF	383
Q03957	AF	528
Q039Y8	AF	201
Q03KA9	AF	230
Q03M55	AF	320
Q03PB4	AF	749
Q03QT1	AF	157
Q04087	AF	347
Q04110	AF	302
Q04177	AF	643
Q04179	AF	340
Q04206	AF	551
Q04222	AF	970
Q04226	AF	346
Q04235	AF	462
Q04305	AF	513
Q04353	AF	90
Q04377	AF	747
Q04383	AF	521
Q04430	AF	367
Q04431	AF	385
Q04432	AF	237
Q04437	AF	629
Q04500	AF	899
Q04503	AF	555
Q04511	AF	668
Q04526	AF	418
Q04571	AF	108
Q04712	AF	507
Q04724	AF	770
Q04728	AF	441
Q04737	AF	248
Q04748	AF	898
Q04786	AF	847
Q04841	AF	333
Q04868	AF	273
Q04974	AF	831
Q04JX6	AF	427
Q04KC3	AF	309
Q04KE2	AF	217
Q05053	AF	558
Q05115	AF	240
Q05153-2	AF	268
Q05153	AF	646
Q05156	AF	746
Q05195-2	AF	211
Q05466	AF	284
Q05468	AF	723
Q05519-2	AF	483
Q05599	AF	181
Q05638	AF	597
Q05682-2	AF	564
Q05682	AF	793
Q05733	AF	847
Q05753-2	AF	359
Q05806	AF	131
Q05863	AF	155
Q05949	AF	395
Q05AM5	AF	821
Q05C16	AF	587
Q05JY7	AF	942
Q06066	AF	321
Q06078	AF	939
Q06132	AF	899
Q06160	AF	661
Q06178	AF	401
Q06188	AF	304
Q06198	AF	193
Q06204	AF	433
Q06213	AF	157
Q06216	AF	648
Q06238	AF	988
Q06265-4	AF	372
Q06336	AF	557
Q06337	AF	982
Q06340	AF	456
Q06344	AF	628
Q06348	AF	247
Q06390	AF	306
Q06406	AF	86
Q06440	AF	651
Q06453	AF	408
Q06494	AF	345
Q06504	AF	195
Q06511	AF	250
Q06559	AF	246
Q06583	AF	618
Q06629	AF	674
Q06649	AF	559
Q06665	AF	692
Q06683	AF	689
Q06697	AF	393
Q06710-2	AF	387
Q06710-5	AF	287
Q06831	AF	440
Q06903	AF	690
Q06915	AF	478
Q06SE7	AF	696
Q06VW1	AF	149
Q07093	AF	676
Q07381	AF	788
Q07395	AF	620
Q07475	AF	68
Q07508	AF	261
Q07566	AF	538
Q07627	AF	177
Q07655	AF	649
Q07731-3	AF	159
Q07731-4	AF	211
Q07834	AF	825
Q07839	AF	416
Q07844	AF	837
Q07845	AF	632
Q07916-1	AF	301
Q07916-3	AF	190
Q07916	AF	576
Q07YK0	AF	434
Q08024-4	AF	148
Q08024	AF	187
Q08048-2	AF	723
Q08048-3	AF	211
Q08119	AF	714
Q081J0	AF	203
Q08380	AF	585
Q083D7	AF	198
Q08412	AF	411
Q08446	AF	395
Q08491	AF	747
Q08492	AF	214
Q08496	AF	732
Q08648-2	AF	50
Q08648-3	AF	113
Q08648-5	AF	80
Q08683	AF	685
Q08723	AF	338
Q08732	AF	759
Q08752	AF	370
Q08817	AF	791
Q08824	AF	135
Q08856	AF	258
Q08877-8	AF	564
Q08887	AF	554
Q08891	AF	616
Q08956	AF	461
Q08962	AF	181
Q08977	AF	551
Q08CF3	AF	511
Q08DI1	AF	899
Q08DJ8	AF	525
Q08EC4-3	AF	685
Q08IB7	AF	530
Q08J23-2	AF	732
Q08J23-3	AF	531
Q09024	AF	267
Q09170	AF	460
Q09177	AF	125
Q09235	AF	458
Q09263	AF	859
Q09307	AF	495
Q09309	AF	454
Q09313-2	AF	915
Q09314-2	AF	757
Q09345	AF	823
Q09373	AF	507
Q09375	AF	121
Q09433-2	AF	114
Q09446	AF	915
Q09501	AF	776
Q09581	AF	297
Q09602	AF	416
Q09646	AF	446
Q09689	AF	395
Q09699	AF	632
Q09778	AF	899
Q09796	AF	990
Q09808	AF	152
Q09813	AF	979
Q09822	AF	927
Q09823	AF	791
Q09830	AF	772
Q09831	AF	566
Q09850	AF	706
Q09866	AF	905
Q09872	AF	977
Q09873	AF	420
Q09909	AF	639
Q09933	AF	882
Q09948	AF	542
Q09T02	AF	68
Q09YN1	AF	360
Q0AVM4	AF	610
Q0AYA9	AF	82
Q0B2Y2	AF	156
Q0BCK0	AF	104
Q0BVJ4	AF	107
Q0C4B4	AF	332
Q0CB82	AF	765
Q0CCY5	AF	486
Q0CQ46	AF	818
Q0D2H9	AF	430
Q0D2K5	AF	195
Q0D8N0-3	AF	330
Q0DDE3	AF	810
Q0DVX2	AF	641
Q0E8C8	AF	450
Q0G838-3	AF	158
Q0G838-4	AF	298
Q0G9H1	AF	57
Q0G9Y0	AF	78
Q0H6L1	AF	270
Q0HI72	AF	92
Q0HKZ7	AF	96
Q0HNU8	AF	142
Q0HQI7	AF	310
Q0HVD3	AF	446
Q0IID2	AF	217
Q0IJ01	AF	597
Q0INM3	AF	919
Q0J0G7	AF	282
Q0J7Y8	AF	947
Q0JB89	AF	343
Q0JHF1	AF	266
Q0JHU7-2	AF	499
Q0JJ05	AF	987
Q0JKI9	AF	718
Q0JYN7	AF	339
Q0K845	AF	493
Q0KEP0	AF	294
Q0KHT7	AF	674
Q0KK56-2	AF	596
Q0KK56	AF	942
Q0MTC0	AF	192
Q0P4V4	AF	785
Q0P5A1	AF	186
Q0P5G4	AF	455
Q0P5J8	AF	837
Q0P8J6	AF	779
Q0PHV7	AF	610
Q0S222	AF	190
Q0SN50	AF	598
Q0SQH4	AF	113
Q0SV48	AF	501
Q0T0J2	AF	459
Q0T7R0	AF	414
Q0TFI6	AF	296
Q0TFY7	AF	90
Q0TMG0	AF	457
Q0U397	AF	658
Q0UI02	AF	931
Q0UI04	AF	437
Q0UK12	AF	546
Q0V640	AF	946
Q0V6Q2	AF	338
Q0V865	AF	463
Q0V8C2	AF	745
Q0V8R7	AF	384
Q0VC66	AF	347
Q0VCL3	AF	314
Q0VCQ7	AF	981
Q0VCT9	AF	273
Q0VD50	AF	281
Q0VDD7-2	AF	637
Q0VFX9	AF	168
Q0VFZ6	AF	552
Q0VIA1-2	AF	106
Q0VIA1	AF	134
Q0W085	AF	257
Q0W4B8	AF	219
Q0WMY5	AF	952
